Customer_ID,Customer_Name,Customer_Segment
CUST01438,Lori Cunningham,Consumer
CUST01439,Pamela Newman,Corporate
CUST01440,Kimberly Malone,Corporate
CUST01441,Timothy Wong,Consumer
CUST01442,Breanna Hebert,Home Office
CUST01443,Debra Burns MD,Corporate
CUST01444,Megan Soto,Corporate
CUST01445,Max Bass,Corporate
CUST01446,Tyler Carney,Home Office
CUST01447,Joseph Velasquez,Consumer
CUST01448,Ashley Lee,Corporate
CUST01449,Pamela Bennett,Home Office
CUST01450,Regina Jones,Consumer
CUST01451,Stephen Mcclain,Consumer
CUST01452,Gregory Campbell,Consumer
CUST01453,Mark Pena,Corporate
CUST01454,Maria Boyle,Consumer
CUST01455,Maureen Torres,Consumer
CUST01456,Rachel Pratt,Consumer
CUST01457,Melissa Harris,Consumer
CUST01458,Karen Colon,Corporate
CUST01459,Hannah Smith,Consumer
CUST01460,Jason Miller,Home Office
CUST01461,Caroline Marks,Consumer
CUST01462,Justin Mendoza,Consumer
CUST01463,Angela Jackson,Home Office
CUST01464,Jonathan Baker,Consumer
CUST01465,Ronald Hendrix,Home Office
CUST01466,Ana Montgomery,Corporate
CUST01467,Elizabeth Armstrong,Consumer
CUST01468,David Stewart,Corporate
CUST01469,David Cruz,Corporate
CUST01470,Mrs. Michelle Stevens,Corporate
CUST01471,Regina Clark,Corporate
CUST01472,Christina Brown,Home Office
CUST01473,Mindy Johnson,Consumer
CUST01474,Teresa Phillips,Consumer
CUST01475,Douglas Wright,Consumer
CUST01476,Raymond Sanders,Corporate
CUST01477,Benjamin Poole,Consumer
CUST01478,Jessica Johnson,Corporate
CUST01479,Elizabeth Jackson,Consumer
CUST01480,Brent Potts,Corporate
CUST01481,Matthew Turner,Consumer
CUST01482,Robert Mccullough,Consumer
CUST01483,Carlos Nelson,Consumer
CUST01484,Aaron Robinson,Unknown
CUST01485,Theresa Hart,Corporate
CUST01486,Steven Dunn,Consumer
CUST01487,Debbie Hensley,Consumer
CUST01488,Crystal Smith,Consumer
CUST01489,Susan Smith,Home Office
CUST01490,Brittany Gonzalez,Corporate
CUST01491,Whitney Holland,Unknown
CUST01492,Nicole Alvarez,Consumer
CUST01493,Leslie Boyd,Consumer
CUST01494,Bradley Kim,Consumer
CUST01495,Joshua Smith,Consumer
CUST01496,Stacy Steele,Consumer
CUST01497,Andrea Holt,Consumer
CUST01498,Sean Watts,Consumer
CUST01499,Kimberly Lopez,Consumer
CUST01500,Jonathan Frank,Consumer
